FURNISHED,GOURMET_SPACE,KITCHEN,DRESS_ROOM,BALCONY,SPORTS_COURT,FOOD_COURT,RECREATION_AREA,REST_AREAS,POOL,SAFETY,VIEW,ACCESSIBILITY,WORK_AREAS,GARAGE,SUSTAINABILITY,OUTDOOR_AREAS,PET_FRIENDLY,MID_END_APARTMENT_AMENITIES,HIGH_END_APARTMENT_AMENITIES,HIGH_END_CONDO_AMENITIES,ZONE_CODE,NEIGHBORHOOD_CODE,PRICE,USABLEAREAS,TOTALAREAS,PARKINGSPACES,SUITES,BEDROOMS,ELEVATOR,SERVICE_AREA,LAUNDRY,LUNCH_ROOM,ESSENTIAL_PUBLIC_SERVICES,NEAR_HOSPITAL,NEAR_SHOPPING_CENTER,COVERAGE,YEARLY_EXPENSES,ZONE,NEIGHBORHOOD,STREET,PRICE_BIN,STREET_RELEVANCE
0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,3,9,1690000,170,170,2,1,3,1,1,0,0,0,0,0,0,19220,Zona Oeste,Barra da Tijuca,Rua Ivone Cavaleiro,Bin_1,0.5201834804882228
0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,4,39,4433438,181,181,2,1,3,1,1,0,0,0,0,0,0,51307,Zona Sul,Flamengo,Avenida Rui Barbosa,Bin_1,0.6178125366905896
0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,9,3250000,275,275,3,4,4,0,0,0,0,0,0,0,0,49114,Zona Oeste,Barra da Tijuca,Avenida Flamboyants da Península,Bin_1,0.5367560764482608
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,20,145000,60,60,1,0,2,1,1,0,0,0,0,0,0,7596,Zona Norte,Cascadura,Rua Valério,Bin_1,0.033894026193988167
0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,3,9,850000,67,67,1,1,1,1,0,0,0,0,0,0,0,20600,Zona Oeste,Barra da Tijuca,Rua Bauhíneas da Península,Bin_1,0.20851631935884202
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,57,2400000,169,169,2,1,3,1,1,0,0,0,0,0,0,36305,Zona Sul,Jardim Botânico,Rua Oliveira Rocha,Bin_1,0.3476633502843509
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,4,28,1450000,120,0,1,0,3,1,1,0,0,0,0,0,0,25537,Zona Sul,Copacabana,Rua Pompeu Loureiro,Bin_1,0.2705225400131764
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,980000,120,120,2,1,3,0,0,0,0,0,0,0,0,20638,Zona Sul,Leme,Rua General Ribeiro da Costa,Bin_1,0.23551111078611214
0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,93,540000,72,72,1,1,2,1,1,0,0,0,0,0,0,11386,Zona Oeste,Recreio dos Bandeirantes,Estrada Benvindo de Novaes,Bin_1,0.17182489125302422
1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,4,28,1500000,95,95,1,1,3,1,1,0,0,0,0,0,0,20831,Zona Sul,Copacabana,Rua Marechal Mascarenhas de Morais,Bin_1,0.2395365620853154
0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,3,41,490000,79,79,1,1,3,1,0,0,0,0,0,0,0,13490,Zona Oeste,Freguesia (Jacarepaguá),Estrada do Guanumbi,Bin_1,0.08278106762956565
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,112,510000,71,71,1,1,2,1,1,0,0,0,0,0,0,11401,Zona Norte,Tijuca,Rua Conselheiro Zenha,Bin_1,0.10623976626339601
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,2,15,510000,66,0,1,1,3,1,0,0,0,0,0,0,0,6504,Zona Norte,Cachambi,Rua Cachambi,Bin_1,0.21319599923950242
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,2,15,190000,48,48,0,0,2,1,1,1,0,0,0,0,0,10576,Zona Norte,Cachambi,Rua Capitão Resende,Bin_1,0.06791097164012586
1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,4,53,3690000,191,191,4,1,4,0,0,0,0,0,0,0,0,45382,Zona Sul,Ipanema,Rua Desembargador Renato Tavares,Bin_1,0.6836246484787959
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,2950000,300,300,2,1,3,1,0,0,0,0,0,0,0,32818,Zona Sul,Copacabana,Rua Ministro Viveiros de Castro,Bin_1,0.21737835172595343
0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4,43,400000,40,40,0,1,1,1,1,0,0,0,0,0,0,7608,Zona Sul,Glória,Rua Santo Amaro,Bin_1,0.05074545477337589
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,3,41,590000,85,85,1,1,3,1,0,0,0,0,0,0,0,15720,Zona Oeste,Freguesia (Jacarepaguá),Rua Tirol,Bin_1,0.05349479456118872
0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,54,232444,44,44,0,0,2,1,0,1,0,0,0,0,0,2808,Zona Norte,Irajá,Rua Hannibal Porto,Bin_1,0.04384167429253528
1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,24,655000,68,68,0,1,1,1,1,0,0,0,0,0,0,20600,Zona Central,Centro,Avenida Gomes Freire,Bin_1,0.10457349456996369
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,65,535000,48,48,0,0,1,1,1,0,0,0,0,0,0,10303,Zona Sul,Leme,Rua Gustavo Sampaio,Bin_1,0.1889949985643668
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,4,53,2900000,179,290,1,1,3,1,1,0,0,0,0,0,0,31012,Zona Sul,Ipanema,Rua Gomes Carneiro,Bin_1,0.3389684463145814
0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,3,8,524770,67,67,1,0,1,1,0,0,0,0,0,0,0,9502,Zona Oeste,Barra Olímpica,Avenida Ator José Wilker,Bin_1,0.1401128202400535
0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,4,28,820000,70,70,1,0,2,1,0,0,0,0,0,0,0,8947,Zona Sul,Copacabana,Rua Domingos Ferreira,Bin_1,0.29327202831390997
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,28,1900000,201,201,2,1,4,1,1,0,0,0,0,0,0,32600,Zona Sul,Copacabana,Rua Domingos Ferreira,Bin_1,0.29327202831390997
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,63,815000,80,80,1,1,2,1,0,0,0,0,0,0,0,13296,Zona Sul,Laranjeiras,Rua Alice,Bin_1,0.15132700560344647
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,63,500000,40,40,1,1,1,1,1,0,0,0,0,0,0,7966,Zona Sul,Laranjeiras,Rua das Laranjeiras,Bin_1,0.2119592369075327
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,93,369000,52,52,1,1,2,0,0,0,0,0,0,1,0,7200,Zona Oeste,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,Bin_1,0.10359615960472929
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,4,28,3400000,328,328,2,3,4,0,0,1,0,0,0,0,0,30328,Zona Sul,Copacabana,Rua Hilário de Gouveia,Bin_1,0.5150710892128133
0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,2,44,409999,76,82,1,0,2,1,0,0,0,0,0,0,0,12868,Zona Norte,Grajaú,Rua Barão do Bom Retiro,Bin_1,0.055277232876831214
0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,39,620000,70,70,1,0,2,1,0,0,0,0,0,0,0,35213,Zona Sul,Flamengo,Rua Cruz Lima,Bin_1,0.34684487520736096
0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,2,73,1350000,231,231,2,2,4,1,1,0,0,0,1,1,0,27882,Zona Norte,Méier,Rua Visconde de Taunay,Bin_1,0.31151777767563527
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,8,695000,77,77,2,2,2,1,0,1,0,0,0,0,0,18499,Zona Oeste,Barra Olímpica,Avenida Salvador Allende,Bin_1,0.15790760674475
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,62,2200000,140,140,2,1,4,1,1,0,0,0,0,0,0,21550,Zona Sul,Lagoa,Rua Ministro Armando de Alencar,Bin_1,0.2719764649676649
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,4,28,2100000,150,150,1,1,3,1,1,0,0,0,0,0,0,34280,Zona Sul,Copacabana,Avenida Rainha Elizabeth da Bélgica,Bin_1,0.38048784975054006
0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,108,279000,47,47,1,0,2,1,1,0,0,0,0,0,0,5410,Zona Norte,São Francisco Xavier,Rua Licínio Cardoso,Bin_1,0.04631628760180012
0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,24,289000,29,1216750,0,0,1,1,0,1,0,0,0,0,1,6500,Zona Central,Centro,Rua Buenos Aires,Bin_1,0.04236749792116732
1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,3,93,1100000,129,129,2,3,3,1,0,0,0,0,0,0,0,17539,Zona Oeste,Recreio dos Bandeirantes,Avenida Tim Maia,Bin_1,0.15043407952086837
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,1000000,89,89,1,1,3,0,0,0,0,0,0,0,0,15080,Zona Sul,Copacabana,Rua Silva Castro,Bin_1,0.1457726571869111
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,1000000,129,129,0,1,3,1,1,0,0,0,0,0,0,15905,Zona Sul,Laranjeiras,Rua Ipiranga,Bin_1,0.17181433691157194
0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,8,745500,86,86,1,1,2,1,1,1,1,0,0,0,0,18001,Zona Oeste,Barra Olímpica,Rua Escritor Rodrigo Melo Franco,Bin_1,0.251973588364349
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,1700000,105,105,1,1,3,0,1,0,0,0,0,0,0,19300,Zona Sul,Gávea,Rua Marquês de São Vicente,Bin_1,0.31554219231990654
1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,2,44,350000,90,90,1,1,2,1,0,0,0,0,0,0,0,11500,Zona Norte,Grajaú,Rua Rosa e Silva,Bin_1,0.09599962253691408
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,4,13,1800000,222,2,0,1,4,1,0,0,0,0,0,0,0,30460,Zona Sul,Botafogo,Rua São Clemente,Bin_1,0.214897776804667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,340000,73,73,1,0,2,0,0,0,0,0,0,0,0,8941,Zona Norte,Penha,Rua Fernandes Pinheiro,Bin_1,0.06870071912985705
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4,57,1680000,105,105,1,0,3,1,1,0,0,0,0,0,0,16248,Zona Sul,Jardim Botânico,Rua Lópes Quintas,Bin_1,0.3607497586882671
0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,3,8,544663,57,57,2,1,3,1,0,0,0,0,0,0,0,8265,Zona Oeste,Barra Olímpica,Avenida Salvador Allende,Bin_1,0.15790760674475
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,113,710000,135,135,1,2,3,0,0,0,0,0,0,0,0,12456,Zona Norte,Todos os Santos,Rua Getúlio,Bin_1,0.05662105886520575
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,50,3200000,170,170,3,3,3,0,0,0,0,0,0,0,0,22752,Zona Sul,Humaitá,Rua Casuarina,Bin_1,0.47675468102976387
1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,2,112,510000,70,70,1,0,2,1,1,0,0,0,0,0,0,13274,Zona Norte,Tijuca,Rua Haddock Lobo,Bin_1,0.12438415887713784
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,73,215000,60,60,0,0,2,0,1,0,0,0,0,0,0,4800,Zona Norte,Méier,Rua Cônego Tobias,Bin_1,0.04172342541482636
1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,4,62,1560000,96,100,1,0,3,1,1,0,0,0,0,0,0,21409,Zona Sul,Lagoa,Rua Carvalho Azevedo,Bin_1,0.3951170688354776
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,89,375000,60,60,0,0,2,1,0,0,0,0,0,0,0,0,Zona Norte,Praça da Bandeira,Rua Mariz e Barros,Bin_1,0.1210254037049668
1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,3,110,265000,55,55,1,0,1,1,1,0,0,0,0,0,0,7200,Zona Oeste,Taquara,Estrada Meringuava,Bin_1,0.04635046548587944
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,21,630000,107,107,2,0,3,1,1,0,0,0,0,0,0,18652,Zona Sul,Catete,Rua Pedro Américo,Bin_1,0.14374318372702316
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,110,210000,49,49,1,0,2,0,0,0,0,0,0,1,0,4320,Zona Oeste,Taquara,Estrada da Boiuna,Bin_1,0.035728761433579725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,116,180000,70,70,0,0,2,0,0,0,0,0,0,0,0,0,Zona Norte,Turiaçu,Rua Sargento Valdemar Lima,Bin_1,0.04056753176748831
0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,3,80,560000,123,122,1,1,3,1,0,0,0,0,0,0,0,18280,Zona Oeste,Pechincha,Avenida Geremário Dantas,Bin_1,0.060953291339643285
0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,3,9,1950000,165,165,2,1,4,0,0,0,0,0,0,0,0,39794,Zona Oeste,Barra da Tijuca,Rua Ataulpho Coutinho,Bin_1,0.30229987840395794
0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,4,64,2700000,71,71,1,1,1,1,0,0,0,0,0,0,0,40238,Zona Sul,Leblon,Rua Rainha Guilhermina,Bin_1,0.5525236401927152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,13,3888000,167,167,1,1,3,0,0,0,0,0,0,0,0,17487,Zona Sul,Botafogo,Rua Conde de Irajá,Bin_1,0.37088348075684435
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,57,1450000,104,104,1,1,3,1,0,0,0,0,0,0,0,12069,Zona Sul,Jardim Botânico,Rua Maria Angélica,Bin_1,0.2495442760021227
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,3,9,1029000,80,80,1,1,2,1,0,1,0,0,0,0,0,12250,Zona Oeste,Barra da Tijuca,Avenida Rosauro Estellita,Bin_1,0.40605872819424926
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,41,249000,60,60,1,0,3,0,0,0,0,0,0,0,0,4800,Zona Oeste,Freguesia (Jacarepaguá),Estrada dos Três Rios,Bin_1,0.13735479510440127
1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,37,200000,55,55,1,0,1,1,0,0,0,0,0,0,0,8640,Zona Norte,Engenho de Dentro,Rua Doutor Leal,Bin_1,0.06379968827956226
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,28,1249000,110,110,1,1,3,1,0,0,0,0,0,0,0,25609,Zona Sul,Copacabana,Rua Barata Ribeiro,Bin_1,0.19895795362734486
0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,63,4500000,584,584,2,3,5,1,1,0,0,0,0,0,0,66939,Zona Sul,Laranjeiras,Rua Soares Cabral,Bin_1,0.475631171208063
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,63,918900,95,95,0,0,3,0,0,0,0,0,0,0,0,16980,Zona Sul,Laranjeiras,Rua das Laranjeiras,Bin_1,0.2119592369075327
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,44,520000,77,77,1,0,2,0,0,0,0,0,0,0,0,6600,Zona Norte,Grajaú,Rua Visconde de Santa Isabel,Bin_1,0.06921692029519722
1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,2,112,689000,92,92,1,1,2,1,0,0,0,0,0,0,0,13668,Zona Norte,Tijuca,Rua Bom Pastor,Bin_1,0.15570756569738048
0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,2,112,1140000,110,110,1,1,3,1,1,0,0,0,0,0,0,13,Zona Norte,Tijuca,Rua Marquês de Valença,Bin_1,0.20124585735656053
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,2,73,390000,61,61,1,2,2,1,1,0,0,0,0,0,0,8524,Zona Norte,Méier,Rua Venceslau,Bin_1,0.06044336591215835
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,113,270000,55,0,1,0,2,0,0,0,0,0,0,0,0,6600,Zona Norte,Todos os Santos,Rua Piauí,Bin_1,0.08273692786833642
0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,3,9,830000,77,77,1,1,2,1,0,0,0,0,0,0,0,21750,Zona Oeste,Barra da Tijuca,Avenida Ayrton Senna,Bin_1,0.1498436784857184
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,125,600000,98,98,1,2,3,1,0,0,0,0,0,0,0,5760,Zona Oeste,Vila Valqueire,,Bin_1,
0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,3,9,1250000,79,79,1,1,2,0,1,0,0,0,0,0,0,19555,Zona Oeste,Barra da Tijuca,Avenida Prefeito Dulcídio Cardoso,Bin_1,0.2667657703380871
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,3000000,242,242,1,2,4,0,0,0,0,0,0,0,0,21934,Zona Sul,Flamengo,Rua Marquês de Abrantes,Bin_1,0.21738549706038435
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,28,1150000,130,130,1,0,4,1,0,0,0,0,0,0,0,27130,Zona Sul,Copacabana,Rua Tonelero,Bin_1,0.29541876415362206
0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,28,690000,49,49,1,0,1,1,0,0,0,0,0,0,0,20616,Zona Sul,Copacabana,Rua Barata Ribeiro,Bin_1,0.19895795362734486
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,28,530000,42,42,0,0,1,1,0,0,0,0,0,0,0,17494,Zona Sul,Copacabana,Avenida Nossa Senhora de Copacabana,Bin_1,0.15759460280516557
1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,3,93,730000,64,64,1,1,2,1,0,1,0,0,0,0,0,14680,Zona Oeste,Recreio dos Bandeirantes,Rua Servidão D,Bin_1,0.12962409690912055
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,39,700000,48,48,0,0,1,0,0,0,0,0,0,0,0,11036,Zona Sul,Flamengo,Rua Correa Dutra,Bin_1,0.08614452796917896
0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,70,230000,55,55,1,0,2,0,1,0,0,0,0,0,0,4320,Zona Norte,Marechal Hermes,Rua Capitão Rubens,Bin_1,0.041957946990811346
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2,6,270000,58,58,1,0,2,1,1,0,0,0,0,0,0,5189,Zona Norte,Bancários,,Bin_1,
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3,80,460000,144,144,1,1,3,0,0,0,0,0,0,0,0,2310,Zona Oeste,Pechincha,Rua Ana Silva,Bin_1,0.08070178884074261
0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,9,3799000,225,225,3,1,4,0,1,0,0,0,0,0,0,49451,Zona Oeste,Barra da Tijuca,Avenida Lúcio Costa,Bin_1,0.3942639810505084
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,840000,85,85,1,1,3,1,1,0,0,0,0,0,0,16944,Zona Sul,Botafogo,Rua Farani,Bin_1,0.1412018368941613
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,28,500000,35,35,0,0,1,0,0,0,0,0,0,0,0,9204,Zona Sul,Copacabana,Travessa Angrense,Bin_1,0.07684491699294242
1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,2,112,519900,125,140,1,1,4,1,1,0,0,0,0,0,0,16920,Zona Norte,Tijuca,Rua Félix da Cunha,Bin_1,0.14153346920611573
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,3,9,2300000,200,200,3,2,4,1,1,0,1,0,0,0,0,48368,Zona Oeste,Barra da Tijuca,Avenida Flamboyants da Península,Bin_1,0.5367560764482608
1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,3,93,540000,71,71,1,1,2,0,0,1,0,0,0,0,0,10028,Zona Oeste,Recreio dos Bandeirantes,Avenida José Luiz Ferraz,Bin_1,0.1459792002112029
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,28,2100000,300,300,2,2,4,1,1,0,0,0,0,0,0,75924,Zona Sul,Copacabana,Rua República do Peru,Bin_1,0.30737652119605763
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,13,795000,83,83,1,1,2,1,0,0,0,0,0,0,0,16538,Zona Sul,Botafogo,Rua das Palmeiras,Bin_1,0.22012175534959905
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,113,260000,62,62,1,0,2,1,0,0,0,0,0,0,0,6930,Zona Norte,Todos os Santos,Rua Piauí,Bin_1,0.08273692786833642
1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,2,69,320000,60,60,1,0,2,1,0,0,0,0,0,0,0,9774,Zona Norte,Maracanã,Rua São Francisco Xavier,Bin_1,0.1187543019625759
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,45,160000,53,53,1,0,2,0,0,0,0,0,0,0,0,4560,Zona Norte,Guadalupe,Avenida Brasil,Bin_1,0.030485109708044144
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,80,225000,52,52,1,1,2,0,0,0,0,0,0,0,0,7380,Zona Oeste,Pechincha,Rua Professor Henrique Costa,Bin_1,0.06327599306916488
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,2,112,320000,50,55,0,0,1,0,1,0,0,0,0,0,0,4201,Zona Norte,Tijuca,Rua Visconde de Figueiredo,Bin_1,0.1212912684848966
0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,93,800000,123,123,2,1,3,1,0,0,0,0,0,0,0,17035,Zona Oeste,Recreio dos Bandeirantes,Rua Silvia Pozzano,Bin_1,0.1673409165933203
0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,3,9,1683000,117,0,1,3,3,1,1,0,0,0,1,1,0,19500,Zona Oeste,Barra da Tijuca,Avenida das Américas,Bin_1,0.22816842275860463
1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,34,370000,43,43,1,0,2,0,1,0,0,0,0,0,0,7300,Zona Norte,Encantado,Rua Pompílio de Albuquerque,Bin_1,0.05964056042821864
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,53,2600000,155,155,1,1,2,1,0,0,0,0,0,0,0,33282,Zona Sul,Ipanema,Rua Gomes Carneiro,Bin_1,0.3389684463145814
0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,3,8,725000,70,70,1,1,2,1,1,1,0,0,0,0,0,15900,Zona Oeste,Barra Olímpica,Avenida Vice-Presidente José Alencar,Bin_1,0.19301715766624236
0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,9,2507000,217,217,0,4,4,1,1,0,0,0,0,0,0,48301,Zona Oeste,Barra da Tijuca,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,21,330000,20,20,0,0,1,1,0,0,0,0,0,0,0,6000,Zona Sul,Catete,Rua Pedro Américo,Bin_1,0.14374318372702316
0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,2,112,1520000,134,134,1,1,4,1,0,0,0,0,1,1,0,1300,Zona Norte,Tijuca,Rua Homem de Melo,Bin_1,0.2786641019024975
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,2,114,190000,46,45,1,0,2,0,0,0,0,0,0,0,0,5760,Zona Norte,Tomás Coelho,Praça Henrique Gonzales,Bin_1,0.03593232685796106
0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,62,1890000,230,230,0,1,3,0,1,0,0,0,0,0,0,16400,Zona Sul,Lagoa,Rua Almirante Guilobel,Bin_1,0.4012491799579637
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,112,900000,130,130,2,1,3,0,0,0,0,0,0,0,0,11758,Zona Norte,Tijuca,Rua Deputado Soares Filho,Bin_1,0.14558485737536406
0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,13,850000,90,84,1,1,2,0,0,0,0,0,0,0,0,17906,Zona Sul,Botafogo,Rua das Palmeiras,Bin_1,0.22012175534959905
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,47,1500000,85,85,1,1,3,1,0,0,0,0,0,0,0,19292,Zona Sul,Gávea,Praça Santos Dumont,Bin_1,0.26222110735969445
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,97,185000,69,69,0,0,2,0,1,0,0,0,0,0,0,4488,Zona Norte,Rocha,Rua do Rocha,Bin_1,0.04093367792509517
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,4,64,2600000,110,110,1,1,3,1,0,0,0,0,0,0,0,31236,Zona Sul,Leblon,Avenida Ataulfo de Paiva,Bin_1,0.34645543358808606
